sample_id,noise_type,snr_db,system,used_enhancement,reference,hypothesis,wer,cer,duration_sec,avg_logprob
1995-1826-0000,pink,10,raw,False,in the debate between the senior societies her defence of the fifteenth amendment had been not only a notable bit of reasoning but delivered with real enthusiasm,In the debate between the senior society's her defense of the 15th Amendment had been not only a notable bit of reasoning but delivered with real enthusiasm.,0.14814814814814814,0.06832298136645963,9.485,-0.26656057494027274
1995-1826-0000,pink,10,enhanced,True,in the debate between the senior societies her defence of the fifteenth amendment had been not only a notable bit of reasoning but delivered with real enthusiasm,In the debate between the senior society's heard a fence of the 15th Amendment have been not only a notable bit of reasoning but delivered with real enthusiasm.,0.25925925925925924,0.09937888198757763,9.485,-0.3405027588208516
1995-1826-0000,pink,10,adaptive,False,in the debate between the senior societies her defence of the fifteenth amendment had been not only a notable bit of reasoning but delivered with real enthusiasm,In the debate between the senior society's her defense of the 15th Amendment had been not only a notable bit of reasoning but delivered with real enthusiasm.,0.14814814814814814,0.06832298136645963,9.485,-0.26656057494027274
1995-1826-0000,pink,0,raw,False,in the debate between the senior societies her defence of the fifteenth amendment had been not only a notable bit of reasoning but delivered with real enthusiasm,In the debate between the senior society's her defense of the 15th Amendment had been not only a notable bit of reasoning but delivered with real enthusiasm.,0.14814814814814814,0.06832298136645963,9.485,-0.2792925987924848
1995-1826-0000,pink,0,enhanced,True,in the debate between the senior societies her defence of the fifteenth amendment had been not only a notable bit of reasoning but delivered with real enthusiasm,In the debate between the senior society's heard a fence of the 15th amendment had been not only a notable bit of reasoning but delivered with real enthusiasm.,0.2222222222222222,0.08695652173913043,9.485,-0.4142277729180124
1995-1826-0000,pink,0,adaptive,False,in the debate between the senior societies her defence of the fifteenth amendment had been not only a notable bit of reasoning but delivered with real enthusiasm,In the debate between the senior society's her defense of the 15th Amendment had been not only a notable bit of reasoning but delivered with real enthusiasm.,0.14814814814814814,0.06832298136645963,9.485,-0.2792925987924848
1995-1826-0000,soundtrack,20,raw,False,in the debate between the senior societies her defence of the fifteenth amendment had been not only a notable bit of reasoning but delivered with real enthusiasm,"In the debate between the senior societies, her defense of the 15th Amendment had been not only a notable bit of reasoning but delivered with real enthusiasm.",0.14814814814814814,0.062111801242236024,9.485,-0.2740427425929478
1995-1826-0000,soundtrack,20,enhanced,True,in the debate between the senior societies her defence of the fifteenth amendment had been not only a notable bit of reasoning but delivered with real enthusiasm,"In the debate between the senior society, he's heard a fan said the 15th Amendment had been not really a notable bit of reasoning, but delivered with real enthusiasm.",0.37037037037037035,0.17391304347826086,9.485,-0.44502356579137403
1995-1826-0000,soundtrack,20,adaptive,False,in the debate between the senior societies her defence of the fifteenth amendment had been not only a notable bit of reasoning but delivered with real enthusiasm,"In the debate between the senior societies, her defense of the 15th Amendment had been not only a notable bit of reasoning but delivered with real enthusiasm.",0.14814814814814814,0.062111801242236024,9.485,-0.2740427425929478
1995-1826-0000,soundtrack,10,raw,False,in the debate between the senior societies her defence of the fifteenth amendment had been not only a notable bit of reasoning but delivered with real enthusiasm,"In the debate between the senior societies, her defense of the 15th Amendment had been not only a notable bit of reasoning but delivered with real enthusiasm.",0.14814814814814814,0.062111801242236024,9.485,-0.29464281967708045
1995-1826-0000,soundtrack,10,enhanced,True,in the debate between the senior societies her defence of the fifteenth amendment had been not only a notable bit of reasoning but delivered with real enthusiasm,"In the debate between the seniors and counties, how to face over 15 to 9 minutes, have been not only a notable bit of reasoning, but delivered with real enthusiasm.",0.5185185185185185,0.2422360248447205,9.485,-0.6087871429532073
1995-1826-0000,soundtrack,10,adaptive,False,in the debate between the senior societies her defence of the fifteenth amendment had been not only a notable bit of reasoning but delivered with real enthusiasm,"In the debate between the senior societies, her defense of the 15th Amendment had been not only a notable bit of reasoning but delivered with real enthusiasm.",0.14814814814814814,0.062111801242236024,9.485,-0.29464281967708045
1995-1826-0000,soundtrack,0,raw,False,in the debate between the senior societies her defence of the fifteenth amendment had been not only a notable bit of reasoning but delivered with real enthusiasm,"In the debate between the senior societies, her defense of the 15th Amendment had been not only a notable bit of reasoning, but delivered with real enthusiasm.",0.18518518518518517,0.06832298136645963,9.485,-0.25530313043033376
1995-1826-0000,soundtrack,0,enhanced,True,in the debate between the senior societies her defence of the fifteenth amendment had been not only a notable bit of reasoning but delivered with real enthusiasm,"In the debate, we are going to see this in the term. It is really pretty inside the picture of the video. Not only am I going to go to the video recently, but the video is really interesting.",1.1851851851851851,0.7080745341614907,9.485,-0.9149823118658627
1995-1826-0000,soundtrack,0,adaptive,False,in the debate between the senior societies her defence of the fifteenth amendment had been not only a notable bit of reasoning but delivered with real enthusiasm,"In the debate between the senior societies, her defense of the 15th Amendment had been not only a notable bit of reasoning, but delivered with real enthusiasm.",0.18518518518518517,0.06832298136645963,9.485,-0.25530313043033376
